LAI,CAC,Sensible heat flux (kJ/hr),Latent heat flux (kg/hr)
0.662680,0.256720,-11.519241,0.014815
0.663560,0.257060,-11.534538,0.014835
0.664430,0.257400,-11.549661,0.014854
0.665310,0.257740,-11.564958,0.014874
0.666190,0.258080,-11.580255,0.014894
0.667070,0.258420,-11.595552,0.014913
0.667950,0.258770,-11.610848,0.014933
0.668840,0.259110,-11.626319,0.014953
0.669720,0.259450,-11.641616,0.014973
0.670600,0.259790,-11.656913,0.014992
0.671490,0.260130,-11.672384,0.015012
0.672370,0.260480,-11.687681,0.015032
0.673260,0.260820,-11.703151,0.015052
0.674150,0.261160,-11.718622,0.015072
0.675030,0.261510,-11.733919,0.015091
0.675920,0.261850,-11.749389,0.015111
0.676810,0.262200,-11.764860,0.015131
0.677700,0.262540,-11.780331,0.015151
0.678600,0.262890,-11.795975,0.015171
0.679490,0.263230,-11.811446,0.015191
0.680380,0.263580,-11.826917,0.015211
0.681280,0.263930,-11.842561,0.015231
0.682170,0.264270,-11.858032,0.015251
0.683070,0.264620,-11.873677,0.015271
0.683960,0.264970,-11.889147,0.015291
0.684860,0.265310,-11.904792,0.015311
0.685760,0.265660,-11.920436,0.015331
0.686660,0.266010,-11.936081,0.015351
0.687560,0.266360,-11.951725,0.015372
0.688460,0.266710,-11.967370,0.015392
0.689360,0.267060,-11.983014,0.015412
0.690260,0.267410,-11.998659,0.015432
0.691170,0.267760,-12.014477,0.015452
0.692070,0.268110,-12.030122,0.015472
0.692980,0.268460,-12.045940,0.015493
0.693880,0.268810,-12.061585,0.015513
0.694790,0.269160,-12.077403,0.015533
0.695700,0.269510,-12.093221,0.015554
0.696610,0.269870,-12.109040,0.015574
0.697520,0.270220,-12.124858,0.015594
0.698430,0.270570,-12.140677,0.015615
0.699340,0.270920,-12.156495,0.015635
0.700250,0.271280,-12.172313,0.015655
0.701160,0.271630,-12.188132,0.015676
0.702080,0.271980,-12.204124,0.015696
0.702990,0.272340,-12.219942,0.015716
0.703910,0.272690,-12.235934,0.015737
0.704820,0.273050,-12.251753,0.015757
0.705740,0.273400,-12.267745,0.015778
0.706660,0.273760,-12.283737,0.015799
0.707580,0.274120,-12.299729,0.015819
0.708500,0.274470,-12.315721,0.015840
0.709420,0.274830,-12.331714,0.015860
0.710340,0.275190,-12.347706,0.015881
0.711260,0.275540,-12.363698,0.015901
0.712190,0.275900,-12.379864,0.015922
0.713110,0.276260,-12.395856,0.015943
0.714040,0.276620,-12.412022,0.015964
0.714960,0.276980,-12.428014,0.015984
0.715890,0.277340,-12.444180,0.016005
0.716820,0.277700,-12.460346,0.016026
0.717750,0.278060,-12.476512,0.016046
0.718680,0.278420,-12.492678,0.016067
0.719610,0.278780,-12.508844,0.016088
0.720540,0.279140,-12.525011,0.016109
0.721470,0.279500,-12.541177,0.016130
0.722410,0.279860,-12.557516,0.016151
0.723340,0.280220,-12.573682,0.016171
0.724270,0.280580,-12.589848,0.016192
0.725210,0.280950,-12.606188,0.016213
0.726150,0.281310,-12.622528,0.016234
0.727090,0.281670,-12.638868,0.016255
0.728020,0.282040,-12.655034,0.016276
0.728960,0.282400,-12.671374,0.016297
0.729900,0.282760,-12.687714,0.016318
0.730840,0.283130,-12.704053,0.016339
0.731790,0.283490,-12.720567,0.016360
0.732730,0.283860,-12.736907,0.016381
0.733670,0.284230,-12.753247,0.016402
0.734620,0.284590,-12.769760,0.016424
0.735560,0.284960,-12.786100,0.016445
0.736510,0.285320,-12.802614,0.016466
0.737460,0.285690,-12.819128,0.016487
0.738410,0.286060,-12.835641,0.016508
0.739350,0.286430,-12.851981,0.016529
0.740300,0.286790,-12.868495,0.016551
0.741260,0.287160,-12.885182,0.016572
0.742210,0.287530,-12.901696,0.016593
0.743160,0.287900,-12.918210,0.016615
0.744110,0.288270,-12.934723,0.016636
0.745070,0.288640,-12.951411,0.016657
0.746020,0.289010,-12.967925,0.016678
0.746980,0.289380,-12.984612,0.016700
0.747940,0.289750,-13.001300,0.016721
0.748900,0.290120,-13.017987,0.016743
0.749850,0.290490,-13.034501,0.016764
0.750810,0.290870,-13.051188,0.016786
0.751770,0.291240,-13.067876,0.016807
0.752740,0.291610,-13.084737,0.016829
0.753700,0.291980,-13.101425,0.016850
0.754660,0.292360,-13.118112,0.016872
0.755630,0.292730,-13.134973,0.016893
0.756590,0.293100,-13.151661,0.016915
0.757560,0.293480,-13.168522,0.016936
0.758520,0.293850,-13.185210,0.016958
0.759490,0.294230,-13.202071,0.016980
0.760460,0.294600,-13.218932,0.017001
0.761430,0.294980,-13.235794,0.017023
0.762400,0.295350,-13.252655,0.017045
0.763370,0.295730,-13.269516,0.017066
0.764340,0.296110,-13.286378,0.017088
0.765320,0.296480,-13.303413,0.017110
0.766290,0.296860,-13.320274,0.017132
0.767270,0.297240,-13.337309,0.017154
0.768240,0.297620,-13.354171,0.017175
0.769220,0.298000,-13.371206,0.017197
0.770200,0.298370,-13.388241,0.017219
0.771180,0.298750,-13.405276,0.017241
0.772160,0.299130,-13.422311,0.017263
0.773140,0.299510,-13.439346,0.017285
0.774120,0.299890,-13.456382,0.017307
0.775100,0.300270,-13.473417,0.017329
0.776080,0.300650,-13.490452,0.017351
0.777070,0.301040,-13.507661,0.017373
0.778050,0.301420,-13.524696,0.017395
0.779040,0.301800,-13.541905,0.017417
0.780020,0.302180,-13.558940,0.017439
0.781010,0.302560,-13.576149,0.017461
0.782000,0.302950,-13.593358,0.017483
0.782990,0.303330,-13.610567,0.017505
0.783980,0.303710,-13.627776,0.017527
0.784970,0.304100,-13.644985,0.017549
0.785960,0.304480,-13.662194,0.017571
0.786960,0.304870,-13.679577,0.017594
0.787950,0.305250,-13.696786,0.017616
0.788950,0.305640,-13.714169,0.017638
0.789940,0.306020,-13.731378,0.017660
0.790940,0.306410,-13.748760,0.017683
0.791940,0.306800,-13.766143,0.017705
0.792930,0.307180,-13.783352,0.017727
0.793930,0.307570,-13.800735,0.017750
0.794930,0.307960,-13.818118,0.017772
0.795940,0.308350,-13.835674,0.017795
0.796940,0.308730,-13.853057,0.017817
0.797940,0.309120,-13.870440,0.017839
0.798940,0.309510,-13.887823,0.017862
0.799950,0.309900,-13.905380,0.017884
0.800960,0.310290,-13.922936,0.017907
0.801960,0.310680,-13.940319,0.017929
0.802970,0.311070,-13.957876,0.017952
0.803980,0.311460,-13.975432,0.017974
0.804990,0.311850,-13.992989,0.017997
0.806000,0.312240,-14.010546,0.018019
0.807010,0.312640,-14.028102,0.018042
0.808020,0.313030,-14.045659,0.018065
0.809030,0.313420,-14.063215,0.018087
0.810050,0.313810,-14.080946,0.018110
0.811060,0.314210,-14.098503,0.018133
0.812080,0.314600,-14.116233,0.018155
0.813100,0.314990,-14.133963,0.018178
0.814110,0.315390,-14.151520,0.018201
0.815130,0.315780,-14.169251,0.018224
0.816150,0.316180,-14.186981,0.018246
0.817170,0.316570,-14.204712,0.018269
0.818190,0.316970,-14.222442,0.018292
0.819220,0.317360,-14.240346,0.018315
0.820240,0.317760,-14.258077,0.018338
0.821260,0.318160,-14.275807,0.018361
0.822290,0.318550,-14.293712,0.018384
0.823310,0.318950,-14.311442,0.018406
0.824340,0.319350,-14.329346,0.018429
0.825370,0.319750,-14.347251,0.018452
0.826400,0.320150,-14.365155,0.018476
0.827430,0.320550,-14.383059,0.018499
0.828460,0.320940,-14.400963,0.018522
0.829490,0.321340,-14.418868,0.018545
0.830520,0.321740,-14.436772,0.018568
0.831560,0.322140,-14.454850,0.018591
0.832590,0.322550,-14.472754,0.018614
0.833620,0.322950,-14.490659,0.018637
0.834660,0.323350,-14.508737,0.018660
0.835700,0.323750,-14.526815,0.018683
0.836740,0.324150,-14.544893,0.018707
0.837770,0.324550,-14.562797,0.018730
0.838810,0.324960,-14.580876,0.018753
0.839850,0.325360,-14.598954,0.018776
0.840900,0.325760,-14.617206,0.018800
0.841940,0.326170,-14.635284,0.018823
0.842980,0.326570,-14.653362,0.018846
0.844030,0.326980,-14.671614,0.018870
0.845070,0.327380,-14.689692,0.018893
0.846120,0.327790,-14.707944,0.018916
0.847170,0.328190,-14.726196,0.018940
0.848210,0.328600,-14.744274,0.018963
0.849260,0.329000,-14.762526,0.018987
0.850310,0.329410,-14.780778,0.019010
0.851360,0.329820,-14.799030,0.019034
0.852420,0.330230,-14.817456,0.019057
0.853470,0.330630,-14.835708,0.019081
0.854520,0.331040,-14.853959,0.019104
0.855580,0.331450,-14.872385,0.019128
0.856630,0.331860,-14.890637,0.019151
0.857690,0.332270,-14.909063,0.019175
0.858750,0.332680,-14.927489,0.019199
0.859800,0.333090,-14.945741,0.019222
0.860860,0.333500,-14.964167,0.019246
0.861920,0.333910,-14.982592,0.019270
0.862990,0.334320,-15.001192,0.019294
0.864050,0.334730,-15.019618,0.019317
0.865110,0.335140,-15.038043,0.019341
0.866170,0.335560,-15.056469,0.019365
0.867240,0.335970,-15.075069,0.019389
0.868310,0.336380,-15.093668,0.019412
0.869370,0.336790,-15.112094,0.019436
0.870440,0.337210,-15.130694,0.019460
0.871510,0.337620,-15.149293,0.019484
0.872580,0.338040,-15.167893,0.019508
0.873650,0.338450,-15.186493,0.019532
0.874720,0.338870,-15.205092,0.019556
0.875790,0.339280,-15.223692,0.019580
0.876870,0.339700,-15.242465,0.019604
0.877940,0.340110,-15.261065,0.019628
0.879020,0.340530,-15.279838,0.019652
0.880090,0.340950,-15.298438,0.019676
0.881170,0.341360,-15.317211,0.019700
0.882250,0.341780,-15.335985,0.019724
0.883330,0.342200,-15.354758,0.019748
0.884410,0.342620,-15.373532,0.019772
0.885490,0.343040,-15.392305,0.019797
0.886570,0.343460,-15.411079,0.019821
0.887650,0.343880,-15.429852,0.019845
0.888740,0.344300,-15.448799,0.019869
0.889820,0.344720,-15.467573,0.019893
0.890910,0.345140,-15.486520,0.019918
0.891990,0.345560,-15.505293,0.019942
0.893080,0.345980,-15.524241,0.019966
0.894170,0.346400,-15.543188,0.019991
0.895260,0.346820,-15.562135,0.020015
0.896350,0.347250,-15.581082,0.020039
0.897440,0.347670,-15.600030,0.020064
0.898530,0.348090,-15.618977,0.020088
0.899620,0.348510,-15.637924,0.020112
0.900720,0.348940,-15.657045,0.020137
0.901810,0.349360,-15.675993,0.020161
0.902910,0.349790,-15.695114,0.020186
0.904010,0.350210,-15.714235,0.020211
0.905100,0.350640,-15.733182,0.020235
0.906200,0.351060,-15.752303,0.020260
0.907300,0.351490,-15.771424,0.020284
0.908400,0.351920,-15.790545,0.020309
0.909510,0.352340,-15.809840,0.020334
0.910610,0.352770,-15.828961,0.020358
0.911710,0.353200,-15.848082,0.020383
0.912820,0.353620,-15.867377,0.020408
0.913920,0.354050,-15.886498,0.020432
0.915030,0.354480,-15.905793,0.020457
0.916140,0.354910,-15.925088,0.020482
0.917240,0.355340,-15.944209,0.020506
0.918350,0.355770,-15.963504,0.020531
0.919460,0.356200,-15.982799,0.020556
0.920570,0.356630,-16.002094,0.020581
0.921690,0.357060,-16.021563,0.020606
0.922800,0.357490,-16.040858,0.020631
0.923910,0.357920,-16.060153,0.020656
0.925030,0.358360,-16.079621,0.020681
0.926140,0.358790,-16.098916,0.020705
0.927260,0.359220,-16.118385,0.020730
0.928380,0.359650,-16.137854,0.020755
0.929500,0.360090,-16.157323,0.020780
0.930620,0.360520,-16.176791,0.020806
0.931740,0.360960,-16.196260,0.020831
0.932860,0.361390,-16.215729,0.020856
0.933980,0.361830,-16.235198,0.020881
0.935110,0.362260,-16.254840,0.020906
0.936230,0.362700,-16.274309,0.020931
0.937360,0.363130,-16.293952,0.020956
0.938480,0.363570,-16.313420,0.020981
0.939610,0.364010,-16.333063,0.021007
0.940740,0.364440,-16.352705,0.021032
0.941870,0.364880,-16.372348,0.021057
0.943000,0.365320,-16.391991,0.021082
0.944130,0.365760,-16.411633,0.021108
0.945260,0.366190,-16.431276,0.021133
0.946400,0.366630,-16.451092,0.021158
0.947530,0.367070,-16.470735,0.021184
0.948670,0.367510,-16.490551,0.021209
0.949800,0.367950,-16.510194,0.021234
0.950940,0.368390,-16.530010,0.021260
0.952080,0.368830,-16.549827,0.021285
0.953220,0.369280,-16.569643,0.021311
0.954360,0.369720,-16.589459,0.021336
0.955500,0.370160,-16.609276,0.021362
0.956640,0.370600,-16.629092,0.021387
0.957780,0.371040,-16.648909,0.021413
0.958920,0.371490,-16.668725,0.021438
0.960070,0.371930,-16.688715,0.021464
0.961220,0.372370,-16.708705,0.021490
0.962360,0.372820,-16.728522,0.021515
0.963510,0.373260,-16.748512,0.021541
0.964660,0.373710,-16.768502,0.021567
0.965810,0.374150,-16.788493,0.021592
0.966960,0.374600,-16.808483,0.021618
0.968110,0.375050,-16.828473,0.021644
0.969260,0.375490,-16.848463,0.021669
0.970420,0.375940,-16.868627,0.021695
0.971570,0.376390,-16.888618,0.021721
0.972730,0.376830,-16.908782,0.021747
0.973880,0.377280,-16.928772,0.021773
0.975040,0.377730,-16.948936,0.021799
0.976200,0.378180,-16.969100,0.021825
0.977360,0.378630,-16.989264,0.021850
0.978520,0.379080,-17.009428,0.021876
0.979680,0.379530,-17.029592,0.021902
0.980840,0.379980,-17.049756,0.021928
0.982000,0.380430,-17.069920,0.021954
0.983170,0.380880,-17.090258,0.021980
0.984330,0.381330,-17.110422,0.022006
0.985500,0.381780,-17.130760,0.022032
0.986670,0.382230,-17.151098,0.022059
0.987830,0.382690,-17.171262,0.022085
0.989000,0.383140,-17.191600,0.022111
0.990170,0.383590,-17.211938,0.022137
0.991340,0.384050,-17.232276,0.022163
0.992520,0.384500,-17.252787,0.022189
0.993690,0.384960,-17.273125,0.022216
0.994860,0.385410,-17.293463,0.022242
0.996040,0.385860,-17.313975,0.022268
0.997210,0.386320,-17.334313,0.022294
0.998390,0.386780,-17.354824,0.022321
0.999570,0.387230,-17.375336,0.022347
1.000700,0.387690,-17.394979,0.022372
1.001900,0.388150,-17.415838,0.022399
1.003100,0.388600,-17.436698,0.022426
1.004300,0.389060,-17.457557,0.022453
1.005500,0.389520,-17.478416,0.022480
1.006700,0.389980,-17.499276,0.022506
1.007800,0.390440,-17.518397,0.022531
1.009000,0.390900,-17.539256,0.022558
1.010200,0.391360,-17.560115,0.022585
1.011400,0.391820,-17.580975,0.022611
1.012600,0.392280,-17.601834,0.022638
1.013800,0.392740,-17.622694,0.022665
1.015000,0.393200,-17.643553,0.022692
1.016200,0.393660,-17.664412,0.022719
1.017400,0.394120,-17.685272,0.022746
1.018500,0.394580,-17.704393,0.022770
1.019700,0.395050,-17.725252,0.022797
1.020900,0.395510,-17.746112,0.022824
1.022100,0.395970,-17.766971,0.022851
1.023300,0.396440,-17.787830,0.022878
1.024500,0.396900,-17.808690,0.022904
1.025700,0.397370,-17.829549,0.022931
1.026900,0.397830,-17.850408,0.022958
1.028100,0.398300,-17.871268,0.022985
1.029300,0.398760,-17.892127,0.023012
1.030500,0.399230,-17.912987,0.023039
1.031700,0.399700,-17.933846,0.023065
1.032900,0.400160,-17.954705,0.023092
1.034100,0.400630,-17.975565,0.023119
1.035400,0.401100,-17.998162,0.023148
1.036600,0.401570,-18.019022,0.023175
1.037800,0.402030,-18.039881,0.023202
1.039000,0.402500,-18.060740,0.023229
1.040200,0.402970,-18.081600,0.023255
1.041400,0.403440,-18.102459,0.023282
1.042600,0.403910,-18.123319,0.023309
1.043800,0.404380,-18.144178,0.023336
1.045000,0.404850,-18.165037,0.023363
1.046300,0.405320,-18.187635,0.023392
1.047500,0.405790,-18.208494,0.023419
1.048700,0.406270,-18.229354,0.023445
1.049900,0.406740,-18.250213,0.023472
1.051100,0.407210,-18.271072,0.023499
1.052400,0.407680,-18.293670,0.023528
1.053600,0.408160,-18.314529,0.023555
1.054800,0.408630,-18.335389,0.023582
1.056000,0.409110,-18.356248,0.023609
1.057300,0.409580,-18.378846,0.023638
1.058500,0.410060,-18.399705,0.023664
1.059700,0.410530,-18.420565,0.023691
1.060900,0.411010,-18.441424,0.023718
1.062200,0.411480,-18.464022,0.023747
1.063400,0.411960,-18.484881,0.023774
1.064600,0.412440,-18.505740,0.023801
1.065900,0.412910,-18.528338,0.023830
1.067100,0.413390,-18.549197,0.023857
1.068300,0.413870,-18.570057,0.023884
1.069600,0.414350,-18.592654,0.023913
1.070800,0.414830,-18.613514,0.023939
1.072000,0.415310,-18.634373,0.023966
1.073300,0.415790,-18.656971,0.023995
1.074500,0.416270,-18.677830,0.024022
1.075700,0.416750,-18.698690,0.024049
1.077000,0.417230,-18.721287,0.024078
1.078200,0.417710,-18.742147,0.024105
1.079500,0.418190,-18.764744,0.024134
1.080700,0.418670,-18.785604,0.024161
1.082000,0.419150,-18.808201,0.024190
1.083200,0.419640,-18.829061,0.024217
1.084500,0.420120,-18.851658,0.024246
1.085700,0.420600,-18.872518,0.024273
1.087000,0.421090,-18.895115,0.024302
1.088200,0.421570,-18.915975,0.024328
1.089500,0.422050,-18.938572,0.024358
1.090700,0.422540,-18.959432,0.024384
1.092000,0.423020,-18.982029,0.024413
1.093200,0.423510,-19.002889,0.024440
1.094500,0.424000,-19.025486,0.024469
1.095700,0.424480,-19.046346,0.024496
1.097000,0.424970,-19.068943,0.024525
1.098200,0.425460,-19.089803,0.024552
1.099500,0.425950,-19.112400,0.024581
1.100800,0.426430,-19.134998,0.024610
1.102000,0.426920,-19.155858,0.024637
1.103300,0.427410,-19.178455,0.024666
1.104500,0.427900,-19.199315,0.024693
1.105800,0.428390,-19.221912,0.024722
1.107100,0.428880,-19.244510,0.024751
1.108300,0.429370,-19.265369,0.024778
1.109600,0.429860,-19.287967,0.024807
1.110900,0.430350,-19.310565,0.024836
1.112100,0.430840,-19.331424,0.024863
1.113400,0.431340,-19.354022,0.024892
1.114700,0.431830,-19.376619,0.024921
1.116000,0.432320,-19.399217,0.024950
1.117200,0.432810,-19.420076,0.024977
1.118500,0.433310,-19.442674,0.025006
1.119800,0.433800,-19.465272,0.025035
1.121100,0.434300,-19.487869,0.025064
1.122300,0.434790,-19.508729,0.025091
1.123600,0.435290,-19.531326,0.025120
1.124900,0.435780,-19.553924,0.025149
1.126200,0.436280,-19.576522,0.025178
1.127400,0.436770,-19.597381,0.025205
1.128700,0.437270,-19.619979,0.025234
1.130000,0.437770,-19.642576,0.025263
1.131300,0.438260,-19.665174,0.025292
1.132600,0.438760,-19.687772,0.025321
1.133900,0.439260,-19.710369,0.025350
1.135200,0.439760,-19.732967,0.025379
1.136400,0.440260,-19.753826,0.025406
1.137700,0.440760,-19.776424,0.025435
1.139000,0.441260,-19.799022,0.025464
1.140300,0.441760,-19.821619,0.025493
1.141600,0.442260,-19.844217,0.025522
1.142900,0.442760,-19.866814,0.025551
1.144200,0.443260,-19.889412,0.025580
1.145500,0.443760,-19.912010,0.025610
1.146800,0.444260,-19.934607,0.025639
1.148100,0.444770,-19.957205,0.025668
1.149400,0.445270,-19.979803,0.025697
1.150700,0.445770,-20.002400,0.025726
1.152000,0.446280,-20.024998,0.025755
1.153300,0.446780,-20.047596,0.025784
1.154600,0.447280,-20.070193,0.025813
1.155900,0.447790,-20.092791,0.025842
1.157200,0.448290,-20.115389,0.025871
1.158500,0.448800,-20.137986,0.025900
1.159800,0.449310,-20.160584,0.025929
1.161100,0.449810,-20.183182,0.025958
1.162400,0.450320,-20.205779,0.025987
1.163700,0.450830,-20.228377,0.026016
1.165000,0.451330,-20.250975,0.026045
1.166300,0.451840,-20.273572,0.026075
1.167700,0.452350,-20.297908,0.026106
1.169000,0.452860,-20.320506,0.026135
1.170300,0.453370,-20.343103,0.026164
1.171600,0.453880,-20.365701,0.026193
1.172900,0.454390,-20.388299,0.026222
1.174200,0.454900,-20.410896,0.026251
1.175600,0.455410,-20.435232,0.026282
1.176900,0.455920,-20.457830,0.026312
1.178200,0.456430,-20.480428,0.026341
1.179500,0.456940,-20.503025,0.026370
1.180800,0.457460,-20.525623,0.026399
1.182200,0.457970,-20.549959,0.026430
1.183500,0.458480,-20.572557,0.026459
1.184800,0.459000,-20.595154,0.026488
1.186100,0.459510,-20.617752,0.026517
1.187500,0.460020,-20.642088,0.026548
1.188800,0.460540,-20.664685,0.026578
1.190100,0.461050,-20.687283,0.026607
1.191500,0.461570,-20.711619,0.026638
1.192800,0.462090,-20.734217,0.026667
1.194100,0.462600,-20.756814,0.026696
1.195500,0.463120,-20.781150,0.026727
1.196800,0.463640,-20.803748,0.026756
1.198100,0.464150,-20.826346,0.026785
1.199500,0.464670,-20.850682,0.026817
1.200800,0.465190,-20.873279,0.026846
1.202100,0.465710,-20.895877,0.026875
1.203500,0.466230,-20.920213,0.026906
1.204800,0.466750,-20.942810,0.026935
1.206200,0.467270,-20.967146,0.026967
1.207500,0.467790,-20.989744,0.026996
1.208800,0.468310,-21.012342,0.027025
1.210200,0.468830,-21.036678,0.027056
1.211500,0.469350,-21.059275,0.027085
1.212900,0.469870,-21.083611,0.027116
1.214200,0.470390,-21.106209,0.027145
1.215600,0.470920,-21.130545,0.027177
1.216900,0.471440,-21.153142,0.027206
1.218300,0.471960,-21.177478,0.027237
1.219600,0.472490,-21.200076,0.027266
1.221000,0.473010,-21.224412,0.027297
1.222300,0.473540,-21.247010,0.027327
1.223700,0.474060,-21.271346,0.027358
1.225100,0.474590,-21.295682,0.027389
1.226400,0.475110,-21.318279,0.027418
1.227800,0.475640,-21.342615,0.027449
1.229100,0.476160,-21.365213,0.027479
1.230500,0.476690,-21.389549,0.027510
1.231900,0.477220,-21.413885,0.027541
1.233200,0.477750,-21.436482,0.027570
1.234600,0.478280,-21.460818,0.027601
1.235900,0.478800,-21.483416,0.027631
1.237300,0.479330,-21.507752,0.027662
1.238700,0.479860,-21.532088,0.027693
1.240000,0.480390,-21.554685,0.027722
1.241400,0.480920,-21.579021,0.027754
1.242800,0.481450,-21.603357,0.027785
1.244200,0.481980,-21.627693,0.027816
1.245500,0.482520,-21.650291,0.027845
1.246900,0.483050,-21.674627,0.027876
1.248300,0.483580,-21.698963,0.027908
1.249600,0.484110,-21.721560,0.027937
1.251000,0.484650,-21.745896,0.027968
1.252400,0.485180,-21.770232,0.027999
1.253800,0.485710,-21.794568,0.028031
1.255200,0.486250,-21.818904,0.028062
1.256500,0.486780,-21.841502,0.028091
1.257900,0.487320,-21.865838,0.028122
1.259300,0.487850,-21.890174,0.028154
1.260700,0.488390,-21.914510,0.028185
1.262100,0.488920,-21.938846,0.028216
1.263400,0.489460,-21.961443,0.028245
1.264800,0.490000,-21.985779,0.028277
1.266200,0.490530,-22.010115,0.028308
1.267600,0.491070,-22.034451,0.028339
1.269000,0.491610,-22.058787,0.028371
1.270400,0.492150,-22.083123,0.028402
1.271800,0.492690,-22.107459,0.028433
1.273200,0.493230,-22.131795,0.028464
1.274600,0.493770,-22.156131,0.028496
1.276000,0.494310,-22.180467,0.028527
1.277400,0.494850,-22.204803,0.028558
1.278800,0.495390,-22.229138,0.028590
1.280200,0.495930,-22.253474,0.028621
1.281600,0.496470,-22.277810,0.028652
1.283000,0.497020,-22.302146,0.028684
1.284400,0.497560,-22.326482,0.028715
1.285800,0.498100,-22.350818,0.028746
1.287200,0.498640,-22.375154,0.028777
1.288600,0.499190,-22.399490,0.028809
1.290000,0.499730,-22.423826,0.028840
1.291400,0.500280,-22.448162,0.028871
1.292800,0.500820,-22.472498,0.028903
1.294200,0.501370,-22.496834,0.028934
1.295600,0.501910,-22.521170,0.028965
1.297000,0.502460,-22.545506,0.028997
1.298400,0.503010,-22.569842,0.029028
1.299800,0.503550,-22.594177,0.029059
1.301200,0.504100,-22.618513,0.029090
1.302700,0.504650,-22.644588,0.029124
1.304100,0.505200,-22.668924,0.029155
1.305500,0.505750,-22.693260,0.029187
1.306900,0.506290,-22.717595,0.029218
1.308300,0.506840,-22.741931,0.029249
1.309700,0.507390,-22.766267,0.029280
1.311200,0.507940,-22.792342,0.029314
1.312600,0.508500,-22.816677,0.029345
1.314000,0.509050,-22.841013,0.029377
1.315400,0.509600,-22.865349,0.029408
1.316900,0.510150,-22.891424,0.029441
1.318300,0.510700,-22.915759,0.029473
1.319700,0.511250,-22.940095,0.029504
1.321100,0.511810,-22.964431,0.029535
1.322600,0.512360,-22.990506,0.029569
1.324000,0.512920,-23.014842,0.029600
1.325400,0.513470,-23.039177,0.029631
1.326900,0.514020,-23.065252,0.029665
1.328300,0.514580,-23.089588,0.029696
1.329700,0.515140,-23.113924,0.029728
1.331200,0.515690,-23.139998,0.029761
1.332600,0.516250,-23.164334,0.029792
1.334000,0.516800,-23.188670,0.029824
1.335500,0.517360,-23.214744,0.029857
1.336900,0.517920,-23.239080,0.029889
1.338400,0.518480,-23.265154,0.029922
1.339800,0.519040,-23.289490,0.029953
1.341200,0.519590,-23.313826,0.029985
1.342700,0.520150,-23.339900,0.030018
1.344100,0.520710,-23.364236,0.030050
1.345600,0.521270,-23.390310,0.030083
1.347000,0.521830,-23.414646,0.030114
1.348500,0.522390,-23.440720,0.030148
1.349900,0.522960,-23.465056,0.030179
1.351400,0.523520,-23.491131,0.030213
1.352800,0.524080,-23.515466,0.030244
1.354300,0.524640,-23.541541,0.030278
1.355700,0.525200,-23.565877,0.030309
1.357200,0.525770,-23.591951,0.030342
1.358600,0.526330,-23.616287,0.030374
1.360100,0.526900,-23.642361,0.030407
1.361500,0.527460,-23.666697,0.030439
1.363000,0.528020,-23.692771,0.030472
1.364500,0.528590,-23.718845,0.030506
1.365900,0.529160,-23.743181,0.030537
1.367400,0.529720,-23.769256,0.030570
1.368800,0.530290,-23.793591,0.030602
1.370300,0.530860,-23.819666,0.030635
1.371800,0.531420,-23.845740,0.030669
1.373200,0.531990,-23.870076,0.030700
1.374700,0.532560,-23.896150,0.030734
1.376200,0.533130,-23.922224,0.030767
1.377600,0.533700,-23.946560,0.030798
1.379100,0.534270,-23.972634,0.030832
1.380600,0.534840,-23.998709,0.030866
1.382000,0.535410,-24.023045,0.030897
1.383500,0.535980,-24.049119,0.030930
1.385000,0.536550,-24.075193,0.030964
1.386500,0.537120,-24.101267,0.030997
1.387900,0.537690,-24.125603,0.031029
1.389400,0.538260,-24.151677,0.031062
1.390900,0.538840,-24.177752,0.031096
1.392400,0.539410,-24.203826,0.031129
1.393900,0.539980,-24.229900,0.031163
1.395300,0.540560,-24.254236,0.031194
1.396800,0.541130,-24.280310,0.031228
1.398300,0.541700,-24.306384,0.031261
1.399800,0.542280,-24.332459,0.031295
1.401300,0.542860,-24.358533,0.031328
1.402800,0.543430,-24.384607,0.031362
1.404300,0.544010,-24.410681,0.031395
1.405700,0.544580,-24.435017,0.031427
1.407200,0.545160,-24.461091,0.031460
1.408700,0.545740,-24.487166,0.031494
1.410200,0.546320,-24.513240,0.031527
1.411700,0.546900,-24.539314,0.031561
1.413200,0.547470,-24.565388,0.031594
1.414700,0.548050,-24.591462,0.031628
1.416200,0.548630,-24.617537,0.031661
1.417700,0.549210,-24.643611,0.031695
1.419200,0.549790,-24.669685,0.031729
1.420700,0.550370,-24.695759,0.031762
1.422200,0.550960,-24.721834,0.031796
1.423700,0.551540,-24.747908,0.031829
1.425200,0.552120,-24.773982,0.031863
1.426700,0.552700,-24.800056,0.031896
1.428200,0.553280,-24.826130,0.031930
1.429700,0.553870,-24.852205,0.031963
1.431200,0.554450,-24.878279,0.031997
1.432700,0.555040,-24.904353,0.032030
1.434200,0.555620,-24.930427,0.032064
1.435700,0.556200,-24.956501,0.032097
1.437200,0.556790,-24.982576,0.032131
1.438800,0.557380,-25.010388,0.032167
1.440300,0.557960,-25.036462,0.032200
1.441800,0.558550,-25.062537,0.032234
1.443300,0.559140,-25.088611,0.032267
1.444800,0.559720,-25.114685,0.032301
1.446300,0.560310,-25.140759,0.032334
1.447900,0.560900,-25.168572,0.032370
1.449400,0.561490,-25.194646,0.032404
